name,price,description,rating,user,categoryType,conditionType,offerType
ZZ6ZIWRY8A,4790.19,4B1LAVZYJXDVQ3TV85NTZUWMV1NVH90R0RZ4P8PEOZ7HWD5RTE,4.65,91,ART,NEW_WITH_DEFECT,BUY_NOW
6P5SMO2OGZ,3487.07,5XEYDDZICS03NCSSY5HA1SKL9CWTEZWZ6J0BF9LPQ9OLRS47WD,2.04,42,FASHION,USED,BUY_NOW
WT8Z1IV7TW,1957.29,IUMAJOCL47XBYPFIV7E4II38XP3G7IV8ZPH6XU4D6W7PCRPJD0,2.03,39,AUTOMOTIVE,NEW_WITH_DEFECT,AUCTION
B8DRWCIM6C,4321.13,7RCKZ9ZWVYL6O1BU16QX7Y23CJG9JPBFIBIHMM4O1AV36TL67K,0.62,64,BEAUTY,NEW_WITH_DEFECT,AUCTION
GE3PR6LA03,2276.63,9V61QSPFCZOOBXM25QZU7HNW20W9GJOPXXAON6VIHEAZGZ0AT7,4.2,70,FASHION,USED,BUY_NOW
OWT1FFJ71B,2315.71,NW9JNLW4SLH46890S3KWPS46JZPMBCH9PE2OVTJO5KFR4W9KJA,3.15,71,HOME_AND_GARDEN,NEW,BUY_NOW
XJF52ER01W,2787.22,DQD2XAW0YPIRZ2E4TQTM301YNCEDNMRTR8UGBXN9D9I0VO7LHT,3.69,67,HEALTH,USED,BUY_NOW
U5LREERL5S,1597.34,F5TTHYJR8XZMAS5N21D7H35NG1Q6OS05RBNMK2BB8Z0XQKHNAT,4.81,75,HEALTH,NEW,BUY_NOW
U2C54V4L7D,1442.63,X7OT552MAB3L4JVD5RI1MFGY02C3YI6F12S5CJLW484PET2I47,3.02,49,HEALTH,NEW_WITH_DEFECT,AUCTION
53G9TQCJEG,3347.89,NN7MI3E4HOYVKYD4U4C4PSAF55G2JSA0PQJ47XXYACFXT4QLXH,1.04,60,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
ESHKHMLMEJ,4620.62,WJ7IARCUORYOW80ZDXQMY1MK7F58S3K6J6TPV0P32N4A7CM5UF,4.74,12,ART,NEW,BUY_NOW
7AQ6LDMXV4,82.57,BA7AMZWZWENWF65BF69KJCNLKRAE4BKC2SQDODC8F05KZMO103,2.34,84,ELECTRONICS,NEW,BUY_NOW
A76R05XR7L,430.79,9GJVVUGDBJ142BSPSZF0VXMKHN67KPCNHAVNYZ0GUNQPU33RIB,2.1,9,FASHION,NEW,AUCTION
9T1JYVWIM5,837.06,M8RVJEHZ0WH529W6RURLN9H9AJ42CP65CM7CAFJ5JNEGULQMTR,3.51,73,FASHION,NEW_WITH_DEFECT,BUY_NOW
ZNJM69Z436,923.57,5J2Z5M375ANULGUBK62H0BXQCS4BL7FBP22R52WIEQYAV9O7VE,1.81,29,HEALTH,NEW_WITHOUT_TAG,AUCTION
DSRJONWTCF,2880.46,9VQC69N0WKM06H2YLS6KSYV8NE1G5389MULGWVUD7DY5GAPAMU,2.89,22,ART,NEW_WITH_DEFECT,AUCTION
5T0LQ4WJ20,4622.99,6QFXNM96M45PL2FKSLUGMJH1QGTO79OA7UD3MRLCL2AG901O38,1.5,92,ART,NEW_WITH_DEFECT,AUCTION
9OZK4RHG6H,1009.18,6MPLUT1VWYMBTCETWRBUWS9CJFO4JVOGEAYW3MV8TFZH2NUQ3S,3.73,86,BEAUTY,NEW,AUCTION
XEJ418G3AV,3626.62,9JSA1ID2FBY3IDBEBT9NX5Q97XGJXBY1TRRRTCU5IDRBU65WRK,3.05,15,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
TCGSG2ODML,3737.54,PW8RMKPG9NZG2T52177DXHYHKHCN39EKEDHN265R7405P25ZDT,4.08,58,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
BF4V8IMBAV,3854.75,1P2LOJ1OY9RJE1QLDXAM3M4QR4C4PFFO11W0RFJPA0Z0UARY9M,2.59,31,HOME_AND_GARDEN,NEW_WITHOUT_TAG,AUCTION
6RRDAM1AL0,4407.29,A6ASXQUDIVF23O924JQ03E8U9T8GJNV7I62Y76IDKO86I6EG53,2.08,70,FOOD,NEW_WITH_DEFECT,BUY_NOW
OZSMA199AA,1015.88,H441ZCZSR869K77BCXYW0NZCPMGBT2HXZ9R2H3KUY0HQWMLT1K,0.96,42,FASHION,USED,BUY_NOW
ZWUZ83BVCL,3291.94,IDKKBXEG3PVIPILH9ZTBSPZXRIM9HGQ3KLEO4L7ALC8QE8W907,3.52,17,HOME_AND_GARDEN,NEW_WITHOUT_TAG,BUY_NOW
AUH6NRRJUO,4575.34,OJTPW8EYFOI4JU0UTFD387EZ4SGVHDBBBRJALXW7PH1TEPEIIL,0.55,32,HEALTH,USED,AUCTION
DFPPGKPGXG,1872.97,UJWTLMT4K9O48O7CWHRXU1JF6C2VPGIH2LR8MUPGUSB49C82BF,0.78,47,HOME_AND_GARDEN,NEW_WITHOUT_TAG,AUCTION
UOU2LOB1UP,4395.11,TQ3L3V0U5PTRO5UPKIDOE89QXG0SSI9GOG15NEMH68JY3L3UL0,4.89,75,AUTOMOTIVE,USED,BUY_NOW
RVMI5O0HLN,1664.92,T46KN86IGRARY0MVYURSSDLNENB8WU9U7I65N935E3FK2PGOHS,2.3,21,FASHION,NEW_WITH_DEFECT,AUCTION
ZK20IUVYBX,3080.39,4P0GW65DXK596DN6IDSLBGTNU5PUVYYCPJJGVUEWN5R8IW3YOJ,0.34,64,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
R2K1QCSFAX,2204.31,V4M2C6FO85QMD4N1VQFANZ9F44Q2Q2K3SIX05D9AY14Z2NSS86,4.82,52,AUTOMOTIVE,NEW,AUCTION
4OSJZF6B8G,830.36,4J1V300AUTUUY1L1RNZGJMF8WGIB3PNL31JAQJDPJBBLUSAJOE,2.06,24,ELECTRONICS,USED,AUCTION
NQV6O4R7TG,1748.19,LLHHW3OVSZH5FE2LXXXZC41W8FSKCILK9CCGDJCX32UI198BAU,2.45,5,AUTOMOTIVE,NEW_WITH_DEFECT,AUCTION
XKYPJ8XXQY,2462.99,WZFWVHSFIO3XT6QDTAHETAUKAIQ0N1DRZ0O6OKDODGNGL44EGX,1.49,85,ELECTRONICS,USED,BUY_NOW
FSGC6OIQ8N,3105.04,MFA2RBSXJPLDG3PY7RF65JVJYRD2ID96P6W960CD2R3NTKHR6T,0.85,41,HOME_AND_GARDEN,NEW_WITHOUT_TAG,AUCTION
A236PCZO9R,4414.96,0PA52Z808CC40NMUIT4D187LZ5Y3E3UBPP738V00LVZSKHGPVJ,2.72,35,FOOD,USED,AUCTION
DSOBXYUP0C,3282.8,4H11A5D86D3K2QAKFRE0WMPEAAD16ABUG41FGJE31DOBZVK5AO,4.67,26,SPORT,NEW,AUCTION
7FCHAF94CM,3146.99,41XWZVVGIY1AH5APZ4ORD59FCWV3YFKXK0V4WFUT9F9O5PO3CH,2.09,89,BEAUTY,NEW_WITHOUT_TAG,BUY_NOW
0PMLZKSB7J,230.83,72Q9RSR7ZV2PYMSUHJ42MA2R9BZZYEIDEFBCQXB097Z793EEFN,4.39,22,FOOD,NEW_WITH_DEFECT,AUCTION
ZJNLI6KUQ9,1986.69,DMWM83D2P93254FUW7UUOENBY12FTO08IU3WK8RY733X73SZRE,0.15,93,AUTOMOTIVE,NEW_WITH_DEFECT,BUY_NOW
FMHW4V4JQ3,4649.58,BX7XIOZ4TK87UO7RW2DS9YS9BNIVHJF6DKLRH72PKJAK6JM0K9,2.76,63,SPORT,NEW_WITHOUT_TAG,BUY_NOW
U40EFYKDS3,2306.35,WP00K1C4L6TEFLS2ZN1014UT7IXE1S0XRFJ6H2J6ZJJH24K1IH,2.27,83,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
AGVYZED4TG,3131.08,G724OGJRC1N3O0YZZQJRBNJNAR9N8MTBQGBS3A1W0JQFFPMUJL,1.45,5,FASHION,NEW,AUCTION
XUJHR9W28G,119.14,OWJG98QCEDGLBHMSF2TO3Z24V48K6CM9A3ZYMZP543PPTJXPNM,2.73,22,SPORT,NEW_WITHOUT_TAG,BUY_NOW
6GQXWU0T30,1517.4,CSUHT3X63JNGO718LG43KZVF6G67J4U79IR0F0TKBEAMUIUZYY,0.44,74,FOOD,NEW_WITH_DEFECT,AUCTION
1J36031H2V,3981.79,XT8XORWOA2LE6FNQMH4TXUHTDW7EWXL0GWIQ7MCNZEONG2RTOY,0.25,54,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
CXCOCP93X6,1996.89,VFTQDX11E3Z7TSAN8I2P8N09PAVBZE08MR67V1ROAM3QRDL4IT,3.75,16,BEAUTY,USED,AUCTION
Q7KXKQTCZ9,1065.1,PFNA8J58YU0D7BIDL8ITHXFRA9USJNWKRTZ5UONGC4DJPBTW34,1.19,26,FASHION,USED,AUCTION
MM3NSAX0QB,1775.65,PBYP1CMMSR27EEQCBZ655K6IN0BNGSK8CMRLOBDL5LZ7K4O62L,3.85,80,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
14XAE8KDET,2616.56,QBLQ8IAWFSWCEE2LQX7FHCNBRF2ZHUG1RSU4LW9O0YSFX25Y10,2.68,94,FASHION,NEW,BUY_NOW
ED72RN131I,3051.03,A91TY3QRNB8E1N2LPYJ761LPIEBR5FGHTX9TLAKVHKZAR7XQ2J,1.88,4,SPORT,NEW_WITHOUT_TAG,AUCTION
1TB9OBBI21,705.69,FLGJ3K0QC16TLDXZU6WZ0706YEP85AEJ0EBZN1KJL8OT994PDN,1.72,93,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
BBAY9H2ZNF,3272.94,P8MSSP6GPPSH6NCO8QC5DVOEUP1U6EMP3J3IHW4URU958269EM,3.77,8,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
99BD62L8BU,56.31,2J0BX9NHXD8ULW9KOE8BKCPJ0S0G5TUE329M4WQ1QQEJAMDI8J,4.68,33,FOOD,USED,BUY_NOW
6OWQFM4JLG,949.54,11UKPLWY51CQT80K3AG6LFR86MEL3G079BPLZEUFDALNATDMB7,3.88,28,SPORT,NEW,AUCTION
6YBJFOR1SQ,4860.21,7TQ8MMZUIE0CEDGVMDUTILVNQBNO5TKTA5EWCJD6EBZB357VIO,2.47,66,HEALTH,NEW_WITH_DEFECT,AUCTION
81T5X0ASIN,3951.19,5MN5WMNY1828WXO1HC87UJ7ZLBHJI3ZEP8W9ZHTL9B5DTN8CYB,1.42,88,FOOD,NEW_WITH_DEFECT,BUY_NOW
NF8ADY5927,4113.07,3XASFMRLDOPIC5P76C3OSU5O0PL9ACFZG3MRWVFUYQ80UZQVOL,3.91,62,FOOD,USED,AUCTION
UDLB6HQHTO,1599.15,3YD8854UVYBZX8BPM9OKQT4ZFKJQZC5AV9YJ37T22IIZ7D58AD,4.72,50,FASHION,NEW_WITH_DEFECT,BUY_NOW
G9X8JCJW4E,18.37,F286P729YYMFP633JGCFLFGSZQTH8FLKKNMCG6PTV4UMN1OOER,3.96,19,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
ACO8KHHFBS,4001.09,09OQMDZSGP8ZZ2VAM3THWOJ5AG2034KLFV2MKJIA0FB27EMLS2,0.3,20,FOOD,NEW_WITH_DEFECT,AUCTION
B7GCL6HVZT,4230.68,OML1HQ3WSJL4KTGAPIKOQ000SX748166MHTY55WAZBZZ7A3D7T,0.76,51,ELECTRONICS,NEW_WITHOUT_TAG,BUY_NOW
J5KVYUQKFF,4733.41,NPAUBPHRMRUOUE12LWVK507SXUXCQC317CDQUM4RL98EPOZCD6,1.46,70,FOOD,NEW,AUCTION
PMV0IDK5TA,4885.45,5RTE26SYARQ6NDLFZ8RVE9EX507VZC7EOXMTSZ6JF6WK0AD595,0.03,100,AUTOMOTIVE,NEW_WITHOUT_TAG,BUY_NOW
YJP0J93K54,2671.88,1IIE1MPGMG3NXZH33T2X0S56HGVMCCNR0YMYUNS2VKYQLBV4D9,2.51,57,FASHION,USED,BUY_NOW
231M645LIS,4464.63,TWSHHT56O07C99CEZUSH30NUSWQCBHWESU7DTVHM3QENKQ7HF7,2.64,38,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
334526JQY5,1083.05,RN7P9AFPA1REAZZ0KSOOA4QT3K0PA8LRPDXTEZD91J25MCU5ZD,3.48,38,BEAUTY,NEW_WITHOUT_TAG,AUCTION
59DPK639BQ,384.15,7KOU07M950SZ3U5T5X3XUVNPPDLML4SOW05IQ1XGAO0KQ18KL0,0.78,27,ART,NEW_WITH_DEFECT,AUCTION
I4TV1YS3A5,1038.32,162HRMITX1VZUUM3ZXOG0ZZHA7WP236ED8O1LLNOUDMIRW66F2,4.67,10,FOOD,USED,BUY_NOW
24J0E0C87C,4128.79,LT2RB83NG5EKPVKJTV9LZ9FN46Q3IKFJ5N9CHF5K1UBCMX6MKP,1.52,52,HEALTH,NEW_WITH_DEFECT,AUCTION
RJHUKRC5VU,866.22,YSV46ED6LNKLZFDXI6K5I4MS7UCZIDJB6I60YZ3K8EB4NTZKMW,2.23,53,BEAUTY,NEW_WITHOUT_TAG,AUCTION
BYTOMC0PVZ,1862.24,E1A08FWD3XOIPF9XJP25WAERPZ1DJIFHCIMWJTHSRZOO9K3V7Y,4.89,95,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
RDSC0TSEEE,3865.87,ISY7CN3YQFXNXPJDZCCSA09ZT8T7MQLPTQEC62QY5BZPU241QB,0.79,40,HOME_AND_GARDEN,NEW,AUCTION
7QP7NGKO3P,2148.95,KV9TMVA4NE4BA86TTYUWKAIPBO3PL43U06VT2KKOD4GO9AEQEK,3.1,100,FOOD,NEW_WITHOUT_TAG,BUY_NOW
O61PE2719K,277.83,62HLIE4QIDG9WCTXWZZ9QQ6OJL7TH8ML0ZX8VNHKMVBJVBQ3VW,2.89,33,HOME_AND_GARDEN,NEW_WITHOUT_TAG,AUCTION
UU2UO9DP1M,2672.49,TI7HK9DDD0K9I7N3TB8XAJVNJ6VHAGAOMDPP07YK2PO512862L,0.16,13,AUTOMOTIVE,NEW,BUY_NOW
49EYTTJPYY,3202.03,7XTLT0ALX0TZIGXB9GFNQVJ05GRP27I0RDB6NUYYU9KQSWITPR,1.82,69,FASHION,NEW_WITH_DEFECT,BUY_NOW
W97IB2UNO0,2908.67,55ZS4SVC5TEDK3SKAAP0TL71CV3ERITDV9M4NYX721Q4MVTPYJ,3.72,55,FOOD,NEW_WITHOUT_TAG,BUY_NOW
QMRIVV5CQD,3139.1,P9YKI0BCDK58L5I3EZ6NIWGD3C1EV6DO44U3WZX6JW3XXJJ5WY,2.97,6,SPORT,NEW,AUCTION
JOHQWXCLEB,3980.77,DEVACS6L2E43NUBV7FA1GRYNAR2YZR5OM9LRGSJX3K1N3GQT7N,3.59,9,HEALTH,NEW,AUCTION
CJ32UYQSJ0,491.98,AOFEQT23TGB3B8HRA1NH1ERTCKHW5UCNUMKJC5QAWE1NY2X7WP,3.8,22,HOME_AND_GARDEN,NEW,AUCTION
1NLLZYXLHT,1347.92,M8MZ5NJ2K5TORUL5PG8C378SOJS6AX6F3GK4DNCMDQ3QKCUEDI,1.23,97,FASHION,NEW_WITHOUT_TAG,BUY_NOW
ULOZGUOO7Y,4412.64,8WFXZ8X4L8XN3U7BQY3PP6UA3FTTX7DSFO3LG2NX7CZOO3T9UK,4.51,92,BEAUTY,NEW_WITHOUT_TAG,AUCTION
TG323WLSBA,2692.84,14YDJXMMFQ70772LN5TXMIBC38BW5X52Z3K9S4CROX4WO5UX7T,4.85,62,FOOD,NEW_WITH_DEFECT,BUY_NOW
A5ZZK9MADT,1233.54,HC3OR3IE7OUTTPVNPKO7VM3NP1P35MVZPANPSDQDL9X7W4831R,2.21,24,FASHION,USED,BUY_NOW
6J3AQBCH58,4664.55,PGVKZGDN8TEV7ID1IMPMQFJRIVRGSRGDUIU27QPUXCKFOBLXH3,1.33,50,BEAUTY,USED,AUCTION
Y2D1ZPAVBV,4486.45,WLVDIO3C8SUALOFIIU61QUCAUCPHY4V718P7NC60P2QA7AB0MZ,1.17,96,ART,USED,BUY_NOW
SCJ8Q1B88B,3714.03,BZ12NVE3FV6T0I2H8CIC1C4EBH20RVYCAF99P337LNYMCWZOGS,2.63,76,FASHION,NEW_WITHOUT_TAG,AUCTION
BDPABUP50W,1010.99,ZU5XOCMZO06BFHSHJEFT45O36EVXLBVJHSD08RPNG7UHJ5XAMM,2.51,41,HEALTH,NEW,BUY_NOW
GW6X3C3SGG,4167.53,OA9K26S7P3NJJ2XG5OZX772C5770SXDN3091PE6X1BEM6UKOHF,0.84,87,AUTOMOTIVE,NEW,BUY_NOW
9CNFFH9M4T,4102.4,GFIMMIYQPY2A0WFXVA1O5V7007L7RS5ECWQIOU6ABN2YB0ACAQ,2.45,30,BEAUTY,NEW,BUY_NOW
TACXKFWS8G,365.8,H7V3FYWUIAXDKR1COSD7YBEA02FIXK6P9JGFO0V3O46S2K7GVS,0.42,56,AUTOMOTIVE,NEW,BUY_NOW
ADYADLYHXW,3096.46,KRA0Z1SQQT7LLYN6DZHODAMK4D4JH0SE6FJZWMIXRTALEO3CRR,0.21,97,BEAUTY,NEW_WITH_DEFECT,AUCTION
ZHKXSOM7EW,444.33,2NZ1BNSTBRO07L6O7BY8KZ0U6SE5W80GN6N45BJGXMYN2ZKN6I,0.34,3,ART,NEW_WITH_DEFECT,BUY_NOW
W1GIFG4OZA,4065.3,UGAD6EV4HYPWT0CYEVFPGNXFRFDR625S696SDHSSROCS394J71,4.33,50,HOME_AND_GARDEN,USED,AUCTION
K637PQ5GND,240.68,HXTS4OL16CWTAJRCT43ENV28B7V16DXQ1G6EVWIKXM796B4KZ2,1.97,69,AUTOMOTIVE,NEW,BUY_NOW
5M3HP7B8QH,439.2,02QGB6O8FO9ZRA6V66MOIW0ETA3IS2BT1O42XF6SWTR8WBZMHR,2.33,3,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
IJOORTV1DW,3375.79,QGC8822O0E8J6QIM791JR36HU37IF71ES1LS80HX5OKNFFIIA5,4.42,69,FOOD,NEW_WITHOUT_TAG,BUY_NOW
F550EI6ZDR,3885.15,EOYR91V0NCBBNQMP7YZAPJEHNZC2KNANUQPSEUFBSBPJ3OAP0U,1.7,94,FOOD,NEW_WITHOUT_TAG,AUCTION
ZZ7N477FGL,4573.32,SCWPQO5FQAUHAOGNHOTVLDU0DC2IJ4MAYI2TVKNBHX78864FO8,1.91,98,HEALTH,USED,AUCTION
F346NRYZ74,916.61,0FVSBB8QVQM56WICPXLNJSDKJYSP8KP9CEDXA49OS490AL6CYG,1.99,12,ELECTRONICS,NEW_WITHOUT_TAG,BUY_NOW
HXIVU18O5H,4020.97,UMOHG1KBZM6R5IROINJDF5RU3VAXBCJ4IIR5N984HV6EOX6EU8,2.19,56,AUTOMOTIVE,NEW,AUCTION
TZMN869KUO,4897.43,YJZYSSRBW9P8F1LVUB8BFQR5GUQSLR10JZCN32SXJAYNTAX7Y3,2.39,1,BEAUTY,NEW_WITHOUT_TAG,AUCTION
3TFVA747AU,1380.11,4YW3U6TYGNC8MUL778FLV9S3W5PUCTCWX4EGWJFGHHIM1YN3NS,0.54,32,FOOD,USED,BUY_NOW
IBOVDRSADZ,2526.95,DZT9BJG1TLE6Y9RW8RH8YS96V74SWGUOIP0TJQYLQ3S72VDU5P,1.93,39,FASHION,NEW_WITHOUT_TAG,BUY_NOW
WQRN4F8EZB,4618.99,U48DUODACPLBFG0Z1VD5NKYPTUFMHC5VF4P1ZP4ODBDDC5JZWQ,2.62,86,HOME_AND_GARDEN,NEW_WITHOUT_TAG,BUY_NOW
JY99MS6UD4,1924.71,XK15QECF1JQ6F8SBAH12FGE08EZRPJBL5SGHF6M0JS08PNPUGN,0.85,88,BEAUTY,NEW_WITH_DEFECT,AUCTION
AIOCVXE9H7,549.65,KVO456LOG0KMFXK6G80TIY4ZF5235WTN1N9I4L4WY1T7UZ09VW,0.68,96,ART,NEW,AUCTION
2FN4OENWFL,544.54,4CUJDUZ773LRAULWMJ0K10GR3GXRJ4792B96CXRA9UKF15VQVV,0.21,93,FOOD,USED,BUY_NOW
U9ZTB7G1OI,3668.24,ZLQZXDC70T5NABJJ8UWXZHAKCS4SZP37ZON6EWKGAKVIPEK2Q4,2.03,25,HOME_AND_GARDEN,NEW_WITH_DEFECT,BUY_NOW
8QC87QZ5IG,4006.33,YJ7L81IQZY26Z5STY7YGCWVQYKC4QYMMRUU48ZV0JJZKU94248,0.35,15,HEALTH,NEW_WITH_DEFECT,AUCTION
0XSOA835QF,3153.11,QUN2YX3ML0YKZBT0W116LJDMG8IERFJHDLWFH3M7RCGPOKRNYB,2.6,89,HEALTH,NEW,AUCTION
O4634BI1T5,4738.96,KEYMOQDA8GIJ91JP5KZX9PRKTL6S83CH0UQ1WIOJWXZI8X4770,1.32,9,ELECTRONICS,NEW,AUCTION
D2UPKG7D2A,3647.78,BZ33J4P6Z15TRMULC7B58GX1BS134XAK90O3PK55FTCUGTAA4K,4.36,24,AUTOMOTIVE,NEW_WITH_DEFECT,AUCTION
VAWFCRAKNK,4173.47,IAZ2USCAN29RM868LSMAWZB48KDZ0CJNQJBBDXNGRSUCIL3HW8,0.36,27,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
UW9DPPQIQK,1882.73,T908SW2IJOV754Q6JBQ62MMAF6GO5B9BMB3G1QMWTQL7DYMC3T,2.22,51,ELECTRONICS,USED,AUCTION
6J4EZQUQ3U,771.75,E3Q75CISXCAAOAU0Z18RUTYZ07D6ZLMCJ2FFTR36CMZCDZGW0I,1.92,83,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
